timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,altitude,label
2024-08-07 21:35:54.679588,0.739808321,0.076614454,7.922413349,-0.05489127,0.012523737,-0.028245023,1047.487427,standing
2024-08-07 21:35:54.687916,0.739808321,0.079008654,7.898471355,-0.054624807,0.013589587,-0.027445635,1047.330444,standing
2024-08-07 21:35:54.697056,0.735019922,0.076614454,7.886500359,-0.056756508,0.012790199,-0.027179174,1047.330444,standing
2024-08-07 21:35:54.704031,0.735019922,0.069431849,7.936778545,-0.055157732,0.013589587,-0.026113322,1047.423462,standing
2024-08-07 21:35:54.712557,0.74220252,0.079008654,7.860164165,-0.055690661,0.013323124,-0.028245023,1047.423462,standing
2024-08-07 21:35:54.722686,0.735019922,0.08379706,7.886500359,-0.056223582,0.013589587,-0.028245023,1047.345581,standing
2024-08-07 21:35:54.729947,0.746990919,0.08379706,7.898471355,-0.055424199,0.013589587,-0.027445635,1047.483643,standing
2024-08-07 21:35:54.738443,0.739808321,0.059855044,7.891288757,-0.055424199,0.011724349,-0.027445635,1047.483643,standing
2024-08-07 21:35:54.754523,0.735019922,0.067037649,7.893682957,-0.05595712,0.012790199,-0.02691271,1047.314941,standing
2024-08-07 21:35:54.768580,0.756567717,0.076614454,7.905653954,-0.055157732,0.013589587,-0.027179174,1047.314941,standing
2024-08-07 21:35:54.777141,0.74459672,0.074220255,7.910442352,-0.05595712,0.013056661,-0.026646247,1047.438477,standing
2024-08-07 21:35:54.787679,0.737414122,0.08379706,7.893682957,-0.055424199,0.013056661,-0.027712099,1047.438477,standing
2024-08-07 21:35:54.795549,0.74220252,0.076614454,7.905653954,-0.055690661,0.013589587,-0.028511487,1047.405151,standing
2024-08-07 21:35:54.803111,0.739808321,0.062249243,7.903259754,-0.055424199,0.013589587,-0.02691271,1047.405151,standing
2024-08-07 21:35:54.811647,0.732625723,0.086191259,7.905653954,-0.056223582,0.012790199,-0.027445635,1047.342163,standing
2024-08-07 21:35:54.821107,0.74459672,0.08379706,7.896077156,-0.05595712,0.013323124,-0.02797856,1047.390625,standing
2024-08-07 21:35:54.827593,0.74220252,0.074220255,7.893682957,-0.05489127,0.012790199,-0.027445635,1047.390625,standing
2024-08-07 21:35:54.835651,0.74459672,0.074220255,7.922413349,-0.055424199,0.012790199,-0.027712099,1047.264771,standing
2024-08-07 21:35:54.842290,0.715866327,0.071826048,7.900865555,-0.055424199,0.012523737,-0.027712099,1047.264771,standing
2024-08-07 21:35:54.851948,0.737414122,0.069431849,7.915230751,-0.055690661,0.013323124,-0.025846859,1047.310425,standing
2024-08-07 21:35:54.861880,0.74220252,0.067037649,7.927201748,-0.056223582,0.012790199,-0.027712099,1047.310425,standing
2024-08-07 21:35:54.870018,0.730231524,0.071826048,7.898471355,-0.055424199,0.012257273,-0.026646247,1047.175171,standing
2024-08-07 21:35:54.879499,0.732625723,0.074220255,7.91762495,-0.055690661,0.013323124,-0.027712099,1047.175171,standing
2024-08-07 21:35:54.889028,0.727837324,0.069431849,7.908048153,-0.055690661,0.013589587,-0.027445635,1047.563232,standing
2024-08-07 21:35:54.896589,0.737414122,0.076614454,7.92001915,-0.05595712,0.014122511,-0.027179174,1047.410156,standing
2024-08-07 21:35:54.905624,0.735019922,0.090979666,7.91762495,-0.055424199,0.013056661,-0.026646247,1047.410156,standing
2024-08-07 21:35:54.920755,0.737414122,0.086191259,7.872135162,-0.05595712,0.013323124,-0.027445635,1047.468506,standing
2024-08-07 21:35:54.931289,0.737414122,0.081402861,7.91762495,-0.055157732,0.012790199,-0.027445635,1047.468506,standing
2024-08-07 21:35:54.938849,0.739808321,0.095768064,7.886500359,-0.05489127,0.012523737,-0.02797856,1047.408936,standing
2024-08-07 21:35:54.945849,0.74459672,0.062249243,7.888894558,-0.055424199,0.013056661,-0.02691271,1047.408936,standing
2024-08-07 21:35:54.954946,0.732625723,0.079008654,7.922413349,-0.055157732,0.01385605,-0.028245023,1047.188599,standing
2024-08-07 21:35:54.963104,0.74220252,0.081402861,7.891288757,-0.056223582,0.013056661,-0.02691271,1047.248657,standing
2024-08-07 21:35:54.971659,0.749385118,0.074220255,7.903259754,-0.055424199,0.013056661,-0.027179174,1047.248657,standing
2024-08-07 21:35:54.978794,0.754173517,0.067037649,7.910442352,-0.055157732,0.013589587,-0.026113322,1047.283691,standing
2024-08-07 21:35:54.987140,0.74459672,0.08379706,7.896077156,-0.055157732,0.013056661,-0.02691271,1047.283691,standing
2024-08-07 21:35:54.993140,0.727837324,0.067037649,7.898471355,-0.05595712,0.012790199,-0.02797856,1047.281494,standing
2024-08-07 21:35:55.000766,0.732625723,0.074220255,7.872135162,-0.054624807,0.013589587,-0.026646247,1047.281494,standing
2024-08-07 21:35:55.008994,0.732625723,0.079008654,7.905653954,-0.055424199,0.013056661,-0.027712099,1047.280396,standing
2024-08-07 21:35:55.016535,0.739808321,0.074220255,7.900865555,-0.05595712,0.013056661,-0.02797856,1047.280396,standing
2024-08-07 21:35:55.025522,0.735019922,0.074220255,7.915230751,-0.054624807,0.013323124,-0.026646247,1047.503662,standing
2024-08-07 21:35:55.033843,0.739808321,0.079008654,7.908048153,-0.055424199,0.012523737,-0.028777948,1047.378906,standing
2024-08-07 21:35:55.041315,0.746990919,0.074220255,7.903259754,-0.055157732,0.013323124,-0.028245023,1047.365601,standing
2024-08-07 21:35:55.048914,0.74459672,0.069431849,7.884106159,-0.055157732,0.013589587,-0.028777948,1047.378906,standing
2024-08-07 21:35:55.058023,0.735019922,0.079008654,7.910442352,-0.055690661,0.01385605,-0.027712099,1047.815918,standing
2024-08-07 21:35:55.064036,0.74220252,0.081402861,7.905653954,-0.055157732,0.012523737,-0.027712099,1047.815918,standing
2024-08-07 21:35:55.073586,0.737414122,0.069431849,7.910442352,-0.055424199,0.013056661,-0.027445635,1047.507568,standing
2024-08-07 21:35:55.083048,0.725443125,0.045489833,7.888894558,-0.055157732,0.013589587,-0.027445635,1047.507568,standing
2024-08-07 21:35:55.139038,0.74220252,0.069431849,7.92001915,-0.055690661,0.013589587,-0.027179174,1047.598267,standing
2024-08-07 21:35:55.192535,0.739808321,0.081402861,7.903259754,-0.054624807,0.013323124,-0.027445635,1047.487427,standing
2024-08-07 21:35:55.249130,0.746990919,0.081402861,7.898471355,-0.055424199,0.01385605,-0.028777948,1047.487427,standing
2024-08-07 21:35:55.302536,0.754173517,0.079008654,7.922413349,-0.05595712,0.012790199,-0.02797856,1047.549316,standing
2024-08-07 21:35:55.376450,0.751779318,0.076614454,7.900865555,-0.05489127,0.013056661,-0.027712099,1047.549316,standing
2024-08-07 21:35:55.406886,0.735019922,0.076614454,7.912836552,-0.05489127,0.013323124,-0.026379786,1047.349976,standing
2024-08-07 21:35:55.464782,0.737414122,0.079008654,7.891288757,-0.055157732,0.013589587,-0.027445635,1047.349976,standing
2024-08-07 21:35:55.512535,0.723048925,0.081402861,7.903259754,-0.054624807,0.013323124,-0.027445635,1047.460815,standing
2024-08-07 21:35:55.568943,0.718260527,0.074220255,7.910442352,-0.05595712,0.012257273,-0.026379786,1047.460815,standing
2024-08-07 21:35:55.621728,0.749385118,0.069431849,7.900865555,-0.055424199,0.013056661,-0.027712099,1047.489746,standing
